Career,Citizenship,Nationality,Year_of_Study,Gender,Department,Housing_Type,Events_Volunteered,Events_Participated,Activities_Interested,Activities_Passionate,Stress_Level,Student_Life_Satisfaction,Effort_For_Interaction,Response_ID,Societies_Participation,Clubs_Participation,Academic_Stress,Financial_Stress,Family_Stress,Friend_Stress
UGRD,Country Citizen,Singapore,1,M,School of Medicine1,Out of Campus,2,0,2,4,1,2,3,992,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,1,1,1,1,2,1,993,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Halls,1,1,3,4,3,2,2,994,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,1,3,5,2,2,3,995,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,2,2,2,3,2,2,2,996,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Out of Campus,0,2,2,1,4,2,3,997,No,Yes,Yes,Yes,Yes,No
UGRD,Permanent Resident,Malaysia,1,M,School of Engineering,Halls,2,3,4,10,3,2,2,998,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,1,1,2,1,2,2,2,999,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,1,4,10,4,3,3,1000,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,2,2,2,1,1,1001,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,2,1,3,3,1,2,2,1002,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,2,2,5,3,4,2,2,1003,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Business School,Halls,3,3,4,4,3,2,1,1004,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,0,2,3,2,1,2,3,1005,Yes,No,Yes,No,No,No
GRAD,Foreigner,India,1,M,School of Design & Environment,Out of Campus,0,1,5,3,3,2,2,1006,No,Yes,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,2,M,School of Defence System,Out of Campus,0,1,4,3,4,2,2,1007,No,No,Yes,Yes,Yes,No
GRAD,Foreigner,India,1,F,School of Business School,Out of Campus,0,1,2,2,3,1,2,1008,No,Yes,No,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,3,1,2,2,2,2,2,1009,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Halls,1,1,4,7,6,2,2,1010,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,2,2,2,5,2,1,1011,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,2,3,2,1,3,2,1012,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,0,3,3,2,2,2,1013,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,0,1,2,2,2,2,2,1014,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,0,1,2,5,2,2,1015,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,4,F,School of Design & Environment,Out of Campus,6,1,4,3,3,2,2,1016,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,1,3,6,6,5,2,2,1017,Yes,Yes,Yes,Yes,Yes,No
GRAD,Country Citizen,Singapore,3,M,School of International Science,Out of Campus,0,1,2,1,2,2,1,1018,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Law,Out of Campus,1,0,1,1,1,2,2,1019,No,No,No,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,2,1,2,1,5,1,2,1020,No,Yes,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Foreign College,Out of Campus,2,2,2,3,3,2,2,1021,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,1,1,3,2,1,3,2,1022,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,2,1,4,4,2,2,2,1023,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,3,3,2,3,2,2,2,1024,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,7,2,4,5,3,2,3,1025,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,0,2,4,6,1,2,2,1026,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Residential Colleges,3,1,1,1,4,1,3,1027,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,3,1,2,4,3,2,2,1028,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,1,2,4,5,1,2,1029,No,Yes,Yes,Yes,Yes,No
UGRD,Permanent Resident,China,4,F,School of Science,Out of Campus,0,1,2,5,1,2,2,1030,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,0,1,4,2,5,2,2,1031,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,0,2,3,4,2,1,2,1032,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,3,3,3,5,4,2,2,1033,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,0,1,1,3,1,1,1034,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,0,2,3,4,5,2,2,1035,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,1,5,4,2,0,1036,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,4,2,2,2,3,2,2,1037,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,1,1,1,1,3,0,3,1038,No,No,Yes,Yes,No,No
UGRD,Foreigner,China,1,M,School of Science,Residential Colleges,3,0,3,4,3,2,2,1039,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,0,2,1,2,6,1,1,1040,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Halls,1,2,3,1,1,3,3,1041,Yes,Yes,No,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,2,3,1,1,2,2,1042,Yes,Yes,Yes,No,No,No
UGRD,Foreigner,Malaysia,4,M,School of Engineering,Halls,0,2,3,1,3,1,2,1043,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,0,2,1,2,5,2,2,1044,Yes,No,Yes,Yes,Yes,No
UGRD,Permanent Resident,China,1,F,School of Dentistry,Halls,0,0,4,2,1,2,2,1045,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,1,3,1,5,1,1,1046,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residences,6,2,3,5,4,2,2,1047,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,1,0,3,3,4,2,2,1048,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Halls,0,4,6,2,3,2,2,1049,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,2,1,3,5,2,2,2,1050,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,0,1,1,2,1,2,1051,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,2,3,2,4,2,2,1052,No,Yes,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Dentistry,Out of Campus,1,2,6,4,6,2,2,1053,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Medicine1,Out of Campus,1,0,1,4,2,2,2,1054,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,2,3,3,3,2,2,1055,Yes,Yes,Yes,No,No,No
GRAD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,4,1,4,2,2,1056,Yes,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,4,5,2,2,2,1057,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Business School,Residential Colleges,2,3,2,6,3,2,3,1058,No,No,Yes,No,No,No
UGRD,Foreigner,Malaysia,2,F,School of Science,Out of Campus,0,2,3,3,2,2,2,1059,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,1,4,2,3,2,2,1060,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,3,0,2,3,2,3,2,1061,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,1,3,3,2,3,2,2,1062,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,1,1,3,3,2,3,2,1063,Yes,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,1,F,School of Public Policy,Out of Campus,0,0,1,1,1,2,2,1064,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,0,2,2,2,2,2,1065,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Science,Residential Colleges,2,2,2,2,7,2,2,1066,Yes,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,3,3,2,1,5,2,2,1067,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Residences,0,1,3,4,5,1,2,1068,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,0,2,2,1,2,2,2,1069,Yes,Yes,Yes,Yes,No,No
UGRD,Foreigner,"Korea, Republic of",1,F,School of Conservatory of Music,Halls,0,0,1,1,1,2,2,1070,No,No,No,No,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,1,3,3,2,2,2,2,1071,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Residential Colleges,1,3,3,3,1,2,1,1072,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,4,0,3,7,3,2,2,1073,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Design & Environment,Halls,0,2,4,1,4,2,2,1074,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,1,2,2,1,1,2,1075,No,Yes,No,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,2,2,4,6,2,2,1076,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,2,2,3,6,2,2,1077,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Business School,Halls,0,2,1,2,3,2,1,1078,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,2,3,3,2,2,2,1079,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,1,F,School of Business School,Halls,0,1,4,7,2,2,2,1080,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Halls,0,1,3,2,2,2,1,1081,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Halls,0,2,2,4,4,3,2,1082,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,2,1,2,2,1,1,2,1083,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,3,F,School of Science,Out of Campus,3,1,4,2,1,2,2,1084,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,1,1,5,2,6,2,2,1085,Yes,No,Yes,Yes,Yes,Yes
UGRD,Permanent Resident,Malaysia,2,F,School of Engineering,Out of Campus,2,2,2,2,5,2,2,1086,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,2,1,3,3,1,2,2,1087,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,1,2,3,3,2,2,1088,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,2,2,1,2,3,1089,No,Yes,No,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Science,Residences,2,1,3,2,4,3,3,1090,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residential Colleges,1,3,2,1,2,2,2,1091,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,3,F,School of Arts & Social Science,Out of Campus,1,2,5,7,6,1,1,1092,Yes,Yes,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,1,2,2,3,2,2,1093,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,2,1,1,1,2,2,1094,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,2,1,3,2,4,1,1,1095,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,0,0,2,2,3,2,1,1096,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,1,3,2,1,1,2,2,1097,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,2,4,3,4,2,1,1098,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Out of Campus,1,1,3,2,1,2,2,1099,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,2,2,3,2,1,1100,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Multi Disciplinary Programme,Out of Campus,0,0,1,1,2,1,1,1101,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,1,2,3,2,4,1,2,1102,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,2,2,3,2,2,2,1103,No,Yes,Yes,No,No,No
GRAD,Country Citizen,Singapore,5,M,School of Engineering,Out of Campus,0,1,3,3,4,2,2,1104,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Design & Environment,Halls,3,3,2,2,7,2,2,1105,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,3,2,2,2,2,1,1106,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,2,2,2,2,2,1,1107,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,0,1,1,2,1,2,2,1108,Yes,No,No,No,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,1,5,1,1,2,2,1109,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Residential Colleges,0,2,2,3,5,1,1,1110,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Halls,0,1,2,3,4,2,2,1111,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,3,2,3,1,2,2,1112,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Out of Campus,0,1,2,4,1,2,1,1113,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Science,Halls,0,1,1,2,2,1,2,1114,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,2,4,3,4,2,3,1115,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,0,2,2,1,1,2,2,1116,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Halls,0,1,1,1,1,2,2,1117,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,1,1,1,2,2,2,2,1118,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Computing,Out of Campus,0,2,5,6,7,2,2,1119,No,Yes,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,3,2,4,5,3,3,2,1120,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Residences,1,1,2,4,1,2,2,1121,No,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,1,F,School of Multi Disciplinary Programme,Out of Campus,0,1,2,5,3,1,3,1122,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,0,4,2,3,1,1,1123,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,1,4,2,1,2,2,1124,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,1,3,2,4,2,2,1125,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Residences,6,4,8,5,9,2,1,1126,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,0,2,5,2,4,2,2,1127,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,0,2,6,4,2,2,1128,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,0,2,2,1,2,1,1129,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,3,1,3,2,2,2,1130,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,2,2,5,4,2,2,1131,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,3,3,3,3,2,2,2,1132,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Law,Out of Campus,0,1,2,1,4,1,2,1133,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,4,0,3,3,2,1,2,1134,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,1,1,1,3,2,2,2,1135,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,2,3,6,2,4,2,2,1136,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,2,2,2,4,1,1,1137,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,1,2,3,4,4,2,2,1138,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,0,1,3,4,4,2,3,1139,Yes,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,2,2,3,4,5,2,1,1140,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Computing,Out of Campus,0,1,1,1,1,2,2,1141,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,0,2,3,4,8,2,2,1142,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,3,4,2,7,1,1,1143,Yes,Yes,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,2,2,2,2,2,1144,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,1,0,1,5,4,2,2,1145,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,0,2,3,4,3,2,2,1146,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,0,2,3,2,4,2,2,1147,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,1,4,3,4,2,2,1148,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,M,School of Business School,Residences,2,1,2,1,4,2,2,1149,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,2,2,3,2,2,1150,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,2,1,1,2,3,2,2,1151,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,1,2,1,1,1,2,3,1152,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,3,1,4,3,3,2,2,1153,Yes,No,Yes,No,No,Yes
UGRD,Foreigner,Malaysia,3,F,School of Business School,Halls,1,1,1,2,1,1,2,1154,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Science,Halls,1,1,2,1,1,1,1,1155,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,2,1,4,2,2,2,2,1156,No,Yes,Yes,Yes,No,No
UGRD,Foreigner,Malaysia,4,F,School of Engineering,Halls,0,0,5,5,6,0,2,1157,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Business School,Out of Campus,1,1,2,1,2,2,2,1158,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,1,1,5,8,4,1,1,1159,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Halls,2,2,5,5,3,2,2,1160,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Halls,1,1,1,2,2,2,2,1161,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,0,2,2,1,1,2,1,1162,Yes,Yes,No,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,0,0,1,2,2,2,2,1163,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,2,3,6,4,5,2,2,1164,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Law,Out of Campus,6,1,1,5,3,3,1,1165,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,0,1,3,2,2,2,2,1166,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,3,1,3,2,2,2,2,1167,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,2,2,5,1,2,2,1168,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,7,1,2,8,2,2,3,1169,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Halls,1,1,3,5,3,2,2,1170,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,0,2,2,2,3,2,3,1171,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,1,1,3,3,2,3,1172,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,0,1,2,3,2,1,1173,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,0,1,1,2,1,2,2,1174,Yes,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Halls,2,2,4,2,3,2,2,1175,Yes,No,Yes,No,No,Yes
UGRD,Permanent Resident,China,2,F,School of Engineering,Out of Campus,1,1,3,2,3,2,2,1176,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Business School,Residences,5,2,3,2,2,2,2,1177,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,2,1,1,1,2,2,1178,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,3,1,4,2,3,3,3,1179,Yes,No,No,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Residential Colleges,3,4,4,4,5,3,3,1180,Yes,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,3,2,2,4,2,2,1,1181,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,0,0,2,5,3,2,2,1182,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,2,1,5,3,5,2,2,1183,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,2,2,3,2,2,1184,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,2,4,4,2,2,2,1185,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Halls,2,3,2,2,2,3,3,1186,Yes,Yes,No,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,2,1,2,3,3,3,2,1187,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,2,0,1,5,3,2,1,1188,No,No,Yes,No,No,Yes
UGRD,Foreigner,Malaysia,3,M,School of Business School,Out of Campus,2,1,2,1,4,2,3,1189,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Residences,1,2,4,2,5,2,2,1190,No,No,Yes,No,No,Yes
